,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
10,10,10,10,04-16-2024,Ocean Power Technologies Announces Teaming Agreement with Major International Defense Contractor to Deploy Maritime Domain Awareness Solutions,https://www.globenewswire.com/news-release/2024/04/16/2863586/9069/en/Ocean-Power-Technologies-Announces-Teaming-Agreement-with-Major-International-Defense-Contractor-to-Deploy-Maritime-Domain-Awareness-Solutions.html,GlobeNewswire Inc.,positive,0.9326298236846924,0.9326298236846924,0.0563590712845325,0.0110110789537429,0.9216187447309495,0.50508656965103,0.752543284825515
11,11,11,11,04-08-2024,Ocean Power Technologies Announces Strategic Alliance with Red Cat for Advanced Maritime Defense Solutions,https://www.globenewswire.com/news-release/2024/04/08/2859170/9069/en/Ocean-Power-Technologies-Announces-Strategic-Alliance-with-Red-Cat-for-Advanced-Maritime-Defense-Solutions.html,GlobeNewswire Inc.,positive,0.8443698287010193,0.8443698287010193,0.1439084261655807,0.0117217442020773,0.832648084498942,0.50508656965103,0.752543284825515
12,12,12,12,04-02-2024,Ocean Power Technologies Announces “Merrows”: A Consolidated Solution for Maritime Domain Awareness,https://www.globenewswire.com/news-release/2024/04/02/2856111/9069/en/Ocean-Power-Technologies-Announces-Merrows-A-Consolidated-Solution-for-Maritime-Domain-Awareness.html,GlobeNewswire Inc.,neutral,0.7424774765968323,0.2507186830043793,0.7424774765968323,0.0068037980236113,0.24391488498076797,0.50508656965103,0.752543284825515
13,13,13,13,03-26-2024,Ocean Power Technologies Secures $1.5 Million in Purchase Orders for WAM-V USV's in Latin America,https://www.globenewswire.com/news-release/2024/03/26/2852334/9069/en/Ocean-Power-Technologies-Secures-1-5-Million-in-Purchase-Orders-for-WAM-V-USV-s-in-Latin-America.html,GlobeNewswire Inc.,positive,0.9314635396003724,0.9314635396003724,0.056767538189888,0.0117689026519656,0.9196946369484068,0.50508656965103,0.752543284825515
14,14,14,14,03-13-2024,"Ocean Power Technologies, Inc. Announces Third Quarter Fiscal 2024 Results",https://www.globenewswire.com/news-release/2024/03/13/2845853/9069/en/Ocean-Power-Technologies-Inc-Announces-Third-Quarter-Fiscal-2024-Results.html,GlobeNewswire Inc.,neutral,0.8636938333511353,0.0454321503639221,0.8636938333511353,0.0908740758895874,-0.045441925525665304,0.50508656965103,0.752543284825515
15,15,15,15,02-21-2024,"Ocean Power Technologies to Report fiscal 2024 Third Quarter Results on March 13, 2024",https://www.globenewswire.com/news-release/2024/02/21/2833144/9069/en/Ocean-Power-Technologies-to-Report-fiscal-2024-Third-Quarter-Results-on-March-13-2024.html,GlobeNewswire Inc.,neutral,0.91707181930542,0.0282186642289161,0.91707181930542,0.0547095835208892,-0.0264909192919731,0.50508656965103,0.752543284825515
16,16,16,16,02-14-2024,Ocean Power Technologies Receives Funding for AT&T 5G-Enabled PowerBuoy® Deployment in Monterey Bay,https://www.globenewswire.com/news-release/2024/02/14/2829070/9069/en/Ocean-Power-Technologies-Receives-Funding-for-AT-T-5G-Enabled-PowerBuoy-Deployment-in-Monterey-Bay.html,GlobeNewswire Inc.,positive,0.8508251905441284,0.8508251905441284,0.1413438022136688,0.0078310146927833,0.8429941758513451,0.50508656965103,0.752543284825515
17,17,17,17,02-12-2024,Ocean Power Technologies Secures Orders Exceeding $1.25 Million for Fully Integrated WAM-V Unmanned Surface Vehicles,https://www.globenewswire.com/news-release/2024/02/12/2827868/9069/en/Ocean-Power-Technologies-Secures-Orders-Exceeding-1-25-Million-for-Fully-Integrated-WAM-V-Unmanned-Surface-Vehicles.html,GlobeNewswire Inc.,positive,0.9447892308235168,0.9447892308235168,0.0427731126546859,0.0124377226456999,0.932351508177817,0.50508656965103,0.752543284825515
18,18,18,18,01-18-2024,Leading Independent Proxy Advisory Firm ISS Recommends Shareholders Vote ONLY on the WHITE Proxy Card “FOR” All of Ocean Power Technologies Board Nominees,https://www.globenewswire.com/news-release/2024/01/18/2811971/9069/en/Leading-Independent-Proxy-Advisory-Firm-ISS-Recommends-Shareholders-Vote-ONLY-on-the-WHITE-Proxy-Card-FOR-All-of-Ocean-Power-Technologies-Board-Nominees.html,GlobeNewswire Inc.,neutral,0.9447764754295348,0.0373144708573818,0.9447764754295348,0.0179090537130832,0.0194054171442986,0.50508656965103,0.752543284825515
19,19,19,19,01-17-2024,Ocean Power Technologies Announces Progress on Shift to Commercialization and Expects to Achieve Profitability in Calendar Year 2025,https://www.globenewswire.com/news-release/2024/01/17/2810730/9069/en/Ocean-Power-Technologies-Announces-Progress-on-Shift-to-Commercialization-and-Expects-to-Achieve-Profitability-in-Calendar-Year-2025.html,GlobeNewswire Inc.,positive,0.9335216879844666,0.9335216879844666,0.0570007711648941,0.009477537125349,0.9240441508591175,0.50508656965103,0.752543284825515
