,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
10,10,03-12-2024,Is BWX Technologies (BWXT) Stock Outpacing Its Computer and Technology Peers This Year?,https://www.zacks.com/stock/news/2239228/is-bwx-technologies-bwxt-stock-outpacing-its-computer-and-technology-peers-this-year,Zacks Investment Research,neutral,0.5490319728851318,0.428135871887207,0.5490319728851318,0.0228321831673383,0.40530368871986866,0.23846431830897927,0.6192321591544896
11,11,03-11-2024,"Cramer Says This Healthcare Stock Can Go Higher, Calls Manhattan Associates 'A Winner'",https://www.benzinga.com/trading-ideas/long-ideas/24/03/37578817/cramer-says-this-healthcare-stock-can-go-higher-calls-manhattan-associates-a-winner,Benzinga,positive,0.8515165448188782,0.8515165448188782,0.1401994228363037,0.0082839895039796,0.8432325553148986,0.23846431830897927,0.6192321591544896
12,12,02-28-2024,These defense stocks may fare best whether Biden or Trump wins in November,https://www.marketwatch.com/story/these-defense-stocks-may-fare-best-whether-biden-or-trump-wins-in-november-ed0ba5c0,MarketWatch,positive,0.7737569212913513,0.7737569212913513,0.2027495056390762,0.0234935823827981,0.7502633389085532,0.23846431830897927,0.6192321591544896
13,13,02-27-2024,BWX Technologies (BWXT) Q4 Earnings and Revenues Beat Estimates,https://www.zacks.com/stock/news/2232771/bwx-technologies-bwxt-q4-earnings-and-revenues-beat-estimates,Zacks Investment Research,positive,0.8882182836532593,0.8882182836532593,0.0380126424133777,0.0737691149115562,0.814449168741703,0.23846431830897927,0.6192321591544896
14,14,02-21-2024,TEL or BWXT: Which Is the Better Value Stock Right Now?,https://www.zacks.com/stock/news/2229503/tel-or-bwxt-which-is-the-better-value-stock-right-now,Zacks Investment Research,neutral,0.9266744256019592,0.0327378436923027,0.9266744256019592,0.0405877232551574,-0.007849879562854704,0.23846431830897927,0.6192321591544896
15,15,01-31-2024,TEL vs. BWXT: Which Stock Is the Better Value Option?,https://www.zacks.com/stock/news/2218921/tel-vs-bwxt-which-stock-is-the-better-value-option,Zacks Investment Research,neutral,0.929440140724182,0.039845235645771,0.929440140724182,0.0307146552950143,0.009130580350756697,0.23846431830897927,0.6192321591544896
16,16,12-28-2023,Is SPDR S&P Aerospace & Defense ETF (XAR) a Strong ETF Right Now?,https://www.zacks.com/stock/news/2202966/is-spdr-sp-aerospace-defense-etf-xar-a-strong-etf-right-now,Zacks Investment Research,positive,0.7056376338005066,0.7056376338005066,0.2802864611148834,0.0140759013593196,0.691561732441187,0.23846431830897927,0.6192321591544896
17,17,12-10-2023,Lockheed Takes the Lead in the Race for a Nuclear Spaceship,https://www.fool.com/investing/2023/12/10/lockheed-leads-in-search-for-nuclear-spaceship/,The Motley Fool,neutral,0.7067261934280396,0.28309366106987,0.7067261934280396,0.0101801566779613,0.2729135043919087,0.23846431830897927,0.6192321591544896
18,18,11-22-2023,Should You Invest in the SPDR S&P Aerospace & Defense ETF (XAR)?,https://www.zacks.com/stock/news/2187640/should-you-invest-in-the-spdr-sp-aerospace-defense-etf-xar,Zacks Investment Research,neutral,0.912753164768219,0.0774668455123901,0.912753164768219,0.0097799617797136,0.06768688373267649,0.23846431830897927,0.6192321591544896
19,19,10-27-2023,Is SPDR S&P Aerospace & Defense ETF (XAR) a Strong ETF Right Now?,https://www.zacks.com/stock/news/2173453/is-spdr-sp-aerospace-defense-etf-xar-a-strong-etf-right-now,Zacks Investment Research,positive,0.7056376338005066,0.7056376338005066,0.2802864611148834,0.0140759013593196,0.691561732441187,0.23846431830897927,0.6192321591544896
