,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Purchase Of Business,0.0,-706434000.0,-315000000.0,-19432000.0
Net Intangibles Purchase And Sale,-198682000.0,-42415000.0,-32261000.0,-14566000.0
Purchase Of Intangibles,-198682000.0,-42415000.0,-32261000.0,-14566000.0
Net PPE Purchase And Sale,-15180363000.0,-11575026000.0,-8633401000.0,-4042694000.0
Sale Of PPE,471569000.0,714176000.0,20458000.0,88717000.0
Purchase Of PPE,-15651932000.0,-12289202000.0,-8653859000.0,-4131411000.0
Operating Cash Flow,13826124000.0,-5800784000.0,430646000.0,591486000.0
Cash Flow From Continuing Operating Activities,13826124000.0,-5800784000.0,430646000.0,591486000.0
Change In Working Capital,-3144442000.0,-12226837000.0,-3801203000.0,-3129830000.0
Change In Other Working Capital,-1551950000.0,3293020000.0,3733231000.0,-816942000.0
Change In Other Current Liabilities,21474000.0,-22365000.0,-50426000.0,-1035814000.0
Change In Other Current Assets,62735000.0,151491000.0,-382976000.0,-251728000.0
Change In Payables And Accrued Expense,8294147000.0,6467378000.0,3563074000.0,427034000.0
Change In Accrued Expense,821986000.0,795140000.0,245737000.0,115537000.0
Change In Payable,7472161000.0,5672238000.0,3317337000.0,311497000.0
Change In Account Payable,5564170000.0,3573076000.0,2645868000.0,-389250000.0
Change In Tax Payable,343849000.0,522879000.0,141136000.0,-44763000.0
Change In Income Tax Payable,343849000.0,522879000.0,141136000.0,-44763000.0
Change In Prepaid Assets,-1940765000.0,-2040831000.0,-1064699000.0,424413000.0
Change In Inventory,-3835365000.0,-6053218000.0,-5698689000.0,-2822713000.0
Change In Receivables,-4194718000.0,-14022312000.0,-3900718000.0,945920000.0
Changes In Account Receivables,-6973323000.0,-8726286000.0,-3301729000.0,451674000.0
Other Non Cash Items,-18600000.0,12083000.0,-320702000.0,1214897000.0
Stock Based Compensation,862642000.0,1000869000.0,9884000.0,923000.0
Unrealized Gain Loss On Investment Securities,-220348000.0,-101871000.0,0.0,0.0
Provisionand Write Offof Assets,182779000.0,285394000.0,82427000.0,14086000.0
Asset Impairment Charge,3499085000.0,2192898000.0,1096986000.0,385061000.0
Deferred Tax,-845403000.0,-320673000.0,-262370000.0,94158000.0
Deferred Income Tax,-845403000.0,-320673000.0,-262370000.0,94158000.0
Depreciation Amortization Depletion,8189280000.0,2759564000.0,1802071000.0,1383202000.0
Depreciation And Amortization,8189280000.0,2759564000.0,1802071000.0,1383202000.0
Amortization Cash Flow,160398000.0,44677000.0,29935000.0,22556000.0
Amortization Of Intangibles,160398000.0,44677000.0,29935000.0,22556000.0
Depreciation,8028882000.0,2714887000.0,1772136000.0,1360646000.0
Operating Gains Losses,-1131423000.0,-967350000.0,867981000.0,293734000.0
Earnings Losses From Equity Investments,-222674000.0,-193708000.0,-59809000.0,52706000.0
Gain Loss On Investment Securities,-92386000.0,17981000.0,221955000.0,-523610000.0
Net Foreign Currency Exchange Gain Loss,-938092000.0,-1025891000.0,355499000.0,336523000.0
Gain Loss On Sale Of PPE,121729000.0,248500000.0,350336000.0,428115000.0
Gain Loss On Sale Of Business,0.0,-14232000.0,0.0,0.0
Net Income From Continuing Operations,6452554000.0,1565139000.0,955572000.0,335255000.0
