,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Payables,127491000.0,131221000.0,85929000.0,73481000.0
Accounts Payable,127491000.0,131221000.0,85929000.0,73481000.0
Total Assets,775698000.0,941689000.0,913265000.0,599077000.0
Total Non Current Assets,278105000.0,384076000.0,330831000.0,202992000.0
Other Non Current Assets,21856000.0,116824000.0,54784000.0,35829000.0
Non Current Deferred Assets,2105000.0,2002000.0,,
Non Current Deferred Taxes Assets,2105000.0,2002000.0,,
Goodwill And Other Intangible Assets,147583000.0,152001000.0,160257000.0,71271000.0
Other Intangible Assets,45627000.0,51564000.0,43795000.0,23908000.0
Goodwill,101956000.0,100437000.0,116462000.0,47363000.0
Net PPE,106561000.0,113249000.0,115790000.0,95892000.0
Accumulated Depreciation,-156207000.0,-146486000.0,-138721000.0,-137999000.0
Gross PPE,262768000.0,259735000.0,254511000.0,233891000.0
Construction In Progress,13780000.0,11410000.0,12480000.0,5336000.0
Other Properties,58848000.0,58911000.0,64322000.0,41365000.0
Machinery Furniture Equipment,152700000.0,151607000.0,144325000.0,151399000.0
Buildings And Improvements,34832000.0,35326000.0,31895000.0,34207000.0
Land And Improvements,2608000.0,2481000.0,1489000.0,1584000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,497593000.0,557613000.0,582434000.0,396085000.0
Other Current Assets,23918000.0,27002000.0,29395000.0,26421000.0
Assets Held For Sale Current,18495000.0,21362000.0,,4728000.0
Restricted Cash,5737000.0,15335000.0,1841000.0,10085000.0
Inventory,113890000.0,102636000.0,79527000.0,74446000.0
Finished Goods,17170000.0,12565000.0,17452000.0,12307000.0
Work In Process,6604000.0,2517000.0,5723000.0,8195000.0
Raw Materials,90116000.0,87554000.0,56352000.0,53944000.0
Receivables,270249000.0,315040000.0,246797000.0,223067000.0
Other Receivables,126233000.0,156680000.0,114729000.0,94750000.0
Accounts Receivable,144016000.0,158360000.0,132068000.0,128317000.0
Allowance For Doubtful Accounts Receivable,-11000000.0,-12700000.0,-11900000.0,-17200000.0
Gross Accounts Receivable,155016000.0,171060000.0,143968000.0,145517000.0
Cash Cash Equivalents And Short Term Investments,65304000.0,76238000.0,224874000.0,57338000.0
Cash And Cash Equivalents,65304000.0,76238000.0,224874000.0,57338000.0
