,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Long Term Debt And Capital Lease Obligation,517793000.0,224938000.0,381917000.0,426725000.0
Long Term Capital Lease Obligation,53725000.0,40589000.0,145912000.0,189034000.0
Long Term Debt,464068000.0,184349000.0,236005000.0,237691000.0
Current Liabilities,1306158000.0,1038048000.0,726878000.0,847398000.0
Other Current Liabilities,10042000.0,12052000.0,13843000.0,64611000.0
Current Deferred Liabilities,413579000.0,263215000.0,201868000.0,188813000.0
Current Deferred Revenue,413579000.0,263215000.0,201868000.0,188813000.0
Current Debt And Capital Lease Obligation,106596000.0,9193000.0,16677000.0,55546000.0
Current Capital Lease Obligation,10358000.0,9193000.0,12781000.0,14006000.0
Current Debt,96238000.0,,3896000.0,41540000.0
Other Current Borrowings,96238000.0,,3896000.0,41540000.0
Pensionand Other Post Retirement Benefit Plans Current,55960000.0,47939000.0,34606000.0,51685000.0
Payables And Accrued Expenses,719981000.0,705649000.0,459884000.0,486743000.0
Current Accrued Expenses,463888000.0,315078000.0,230741000.0,247134000.0
Interest Payable,11011000.0,2920000.0,,
Payables,256093000.0,390571000.0,229143000.0,239609000.0
Total Tax Payable,48915000.0,49162000.0,35769000.0,56260000.0
Income Tax Payable,22134000.0,29397000.0,4543000.0,14571000.0
Accounts Payable,207178000.0,341409000.0,193374000.0,183349000.0
Total Assets,10365132000.0,8251228000.0,7413746000.0,7108931000.0
Total Non Current Assets,5730323000.0,4459807000.0,4222503000.0,4094396000.0
Other Non Current Assets,545430000.0,545505000.0,838116000.0,911862000.0
Non Current Prepaid Assets,228324000.0,102974000.0,86962000.0,97883000.0
Non Current Deferred Assets,142819000.0,78680000.0,59162000.0,104099000.0
Non Current Deferred Taxes Assets,142819000.0,78680000.0,59162000.0,104099000.0
Non Current Note Receivables,,,,350000.0
Non Current Accounts Receivable,220799000.0,56993000.0,103868000.0,37607000.0
Goodwill And Other Intangible Assets,94198000.0,45568000.0,59971000.0,70600000.0
Other Intangible Assets,64511000.0,31106000.0,45509000.0,56138000.0
Goodwill,29687000.0,14462000.0,14462000.0,14462000.0
Net PPE,4498753000.0,3630087000.0,3074424000.0,2872345000.0
Accumulated Depreciation,-1694116000.0,-1462772000.0,-1295891000.0,-1149792000.0
Gross PPE,6192869000.0,5092859000.0,4370315000.0,4022137000.0
Leases,40084000.0,40160000.0,139611000.0,41459000.0
Construction In Progress,1223998000.0,1121938000.0,461708000.0,419766000.0
Other Properties,101468000.0,93185000.0,489204000.0,524731000.0
Machinery Furniture Equipment,3754534000.0,2909268000.0,2568144000.0,2327921000.0
Buildings And Improvements,1037421000.0,893049000.0,693289000.0,693762000.0
Land And Improvements,35364000.0,35259000.0,18359000.0,14498000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4634809000.0,3791421000.0,3191243000.0,3014535000.0
Other Current Assets,33002000.0,43764000.0,14129000.0,15094000.0
Hedging Assets Current,1778000.0,2018000.0,5816000.0,3315000.0
Assets Held For Sale Current,,,0.0,155685000.0
Restricted Cash,8262000.0,3175000.0,1532000.0,1745000.0
Prepaid Assets,69544000.0,51576000.0,69611000.0,97051000.0
Inventory,1012112000.0,783296000.0,819403000.0,702121000.0
Other Inventories,819899000.0,621376000.0,666299000.0,567587000.0
Raw Materials,192213000.0,161920000.0,153104000.0,134534000.0
Receivables,1407622000.0,329611000.0,454709000.0,292456000.0
Other Receivables,681545000.0,30654000.0,25273000.0,26370000.0
Taxes Receivable,65301000.0,5274000.0,,1827000.0
Notes Receivable,,,,0.0
Accounts Receivable,660776000.0,324337000.0,429436000.0,266086000.0
Allowance For Doubtful Accounts Receivable,-1614000.0,-1042000.0,-664000.0,-3009000.0
Gross Accounts Receivable,662390000.0,325379000.0,430100000.0,269095000.0
Cash Cash Equivalents And Short Term Investments,2102489000.0,2577981000.0,1826043000.0,1747068000.0
Other Short Term Investments,155495000.0,1096712000.0,375389000.0,520066000.0
Cash And Cash Equivalents,1946994000.0,1481269000.0,1450654000.0,1227002000.0
Cash Equivalents,1105684000.0,4324000.0,0.0,2000.0
Cash Financial,841310000.0,1476945000.0,1450654000.0,1227000000.0
